Vibration(mm/s),Temperature(°C),FlowRate(LPM),RPM,Lubrication_Level(%),Pressure(bar),Failure
0.62,41.65,547.3,1296.09,87.8,4.08,0
0.9,54.54,555.6,1374.57,89.79,2.35,0
1.36,43.42,495.87,1468.97,69.8,5.02,0
3.61,50.34,673.12,1662.92,88.29,1.63,0
0.91,67.55,457.12,1402.59,86.71,3.48,0
2.45,46.63,529.47,1357.59,92.23,2.46,0
2.4,38.89,498.01,1553.98,96.17,3.86,0
2.22,68.18,706.82,1174.63,100.08,1.66,0
1.92,42.67,530.78,1456.61,75.7,6.17,0
1.89,52.47,489.27,1145.85,72.3,6.03,0
2.2,52.02,394.4,1253.83,85.56,7.28,0
2.18,67.03,550.62,1461.7,80.72,5.09,0
1.75,37.31,680.76,1642.42,83.61,9.0,0
3.73,56.93,595.79,1574.98,59.47,4.8,0
2.52,54.98,622.03,1317.09,91.43,5.58,0
2.52,52.25,560.02,1515.87,73.72,7.25,0
2.6,50.18,541.58,1497.15,87.46,6.24,0
1.66,40.73,596.96,1307.69,90.33,4.89,0
2.04,53.22,392.67,1497.12,78.74,6.5,0
2.15,34.86,793.57,1412.65,94.09,6.03,0
3.02,44.71,407.12,1330.6,74.31,8.1,0
2.02,49.07,477.51,1403.1,87.83,1.68,0
3.22,61.4,392.33,1400.11,81.85,5.09,0
1.81,65.81,423.75,1555.47,82.52,6.86,0
1.35,46.04,380.1,1509.56,76.98,2.09,0
2.97,37.98,448.61,1535.87,67.1,5.86,0
2.12,52.04,449.3,1541.37,90.19,2.53,0
1.81,39.85,603.63,1824.76,60.3,3.68,0
1.87,44.44,529.1,1519.64,72.02,3.74,0
2.77,65.11,493.89,1251.87,78.69,5.95,0
1.44,38.98,481.41,1559.47,93.97,6.18,0
1.58,44.69,494.21,1497.17,70.65,6.11,0
2.26,36.7,461.51,1420.99,89.07,3.31,0
2.74,61.8,515.53,1387.81,80.33,4.52,0
1.58,48.11,554.09,1482.76,84.13,7.63,0
2.26,42.82,289.53,1628.06,93.91,4.05,0
1.75,44.87,448.82,1503.95,78.13,4.88,0
2.47,62.18,507.66,1656.19,85.1,7.53,0
2.49,52.21,476.23,1540.55,88.72,7.6,0
2.41,59.22,587.62,1643.33,77.67,6.29,0
1.14,38.95,500.88,1424.74,74.26,5.45,0
2.08,48.72,433.17,1430.05,75.49,5.17,0
2.73,41.01,488.48,1671.27,111.58,3.32,0
1.44,35.49,394.16,1771.45,82.93,4.94,0
2.36,44.61,485.85,1455.78,86.07,7.42,0
2.57,43.92,426.58,1612.78,82.25,3.75,0
1.7,41.63,548.78,1432.93,90.75,2.8,0
1.81,44.11,604.85,1734.68,72.03,0.23,0
2.57,39.03,372.58,1432.6,83.62,4.95,0
1.74,49.88,250.19,1379.54,61.2,6.05,0
1.02,52.17,573.28,1338.64,65.54,3.81,0
2.39,38.32,466.99,1249.08,63.85,4.04,0
1.58,64.77,320.44,1532.21,80.97,4.25,0
1.1,34.83,454.66,1441.41,75.94,5.67,0
2.58,52.96,457.62,1490.84,75.51,5.03,0
2.29,55.84,607.19,1651.91,81.92,3.54,0
2.14,22.52,582.81,1188.45,91.11,3.36,0
2.07,45.93,608.01,1552.79,85.23,2.32,0
2.59,54.58,418.72,1323.42,81.39,3.17,0
0.92,43.93,482.96,1571.99,79.71,2.55,0
0.63,28.79,330.77,1459.75,94.14,-0.82,0
2.25,27.62,549.91,1470.95,94.24,7.63,0
1.71,52.92,662.39,1716.32,76.05,6.69,0
2.12,43.32,431.33,1434.35,87.48,6.57,0
2.09,40.63,718.51,1517.52,86.6,4.38,0
2.88,40.9,739.44,1494.68,84.83,8.07,0
0.41,56.86,594.28,1660.3,71.99,3.23,0
1.82,51.06,548.73,1404.57,76.9,3.3,0
2.75,72.19,580.8,1321.83,75.36,2.44,0
3.18,69.76,412.07,1421.0,82.78,4.04,0
1.56,29.13,573.1,1437.72,69.93,3.66,0
1.92,54.58,625.43,1455.02,84.8,5.19,0
2.17,43.63,376.39,1473.71,83.25,7.02,0
3.36,62.29,501.45,1146.24,76.68,7.12,0
1.8,47.7,387.82,1547.33,83.84,5.94,0
0.33,55.35,628.81,1407.53,86.09,7.37,0
3.4,41.13,455.97,1768.24,87.5,4.3,0
0.98,41.61,396.8,1140.2,83.31,7.2,0
1.35,66.17,487.48,1446.72,78.62,6.73,0
0.87,56.81,340.06,1310.35,84.45,7.52,0
0.8,39.96,530.9,1443.31,87.02,5.85,0
4.06,68.33,352.8,1391.44,99.53,9.88,0
1.66,54.04,391.39,1486.76,95.2,3.93,0
1.73,62.36,625.54,1409.51,81.31,1.97,0
1.78,67.39,399.16,1538.85,64.33,1.37,0
2.9,43.64,491.9,1422.32,83.36,3.29,0
1.36,39.29,594.59,1218.48,88.85,6.1,0
2.56,44.5,645.28,1646.48,88.92,1.65,0
1.82,59.15,470.55,1479.02,80.2,6.92,0
1.96,41.67,611.92,1543.74,83.92,6.65,0
-0.16,49.19,406.05,1453.46,84.28,4.22,0
1.78,32.24,476.43,1159.89,54.78,6.19,0
1.8,49.05,434.43,1651.33,81.98,2.23,0
2.05,58.14,362.62,1527.42,70.05,6.22,0
1.79,53.5,487.67,1378.32,71.57,3.91,0
3.34,76.93,397.02,1323.78,81.06,3.57,0
2.32,61.93,386.72,1465.53,73.06,1.59,0
0.96,53.01,550.31,1553.09,76.93,5.04,0
0.97,46.4,494.85,1323.93,75.37,5.74,0
3.51,32.21,535.04,1664.67,79.01,3.33,0
2.14,53.2,415.57,1410.99,77.28,5.67,0
2.06,32.14,606.01,1395.23,83.98,7.55,0
2.21,44.96,510.25,1318.0,60.45,3.91,0
0.68,41.52,361.07,1384.99,61.33,2.58,0
1.19,49.69,532.69,1609.19,73.49,1.64,0
1.87,45.87,578.99,1647.11,69.99,0.64,0
2.0,23.96,464.92,1488.06,94.78,3.65,0
3.4,66.26,811.29,1333.74,70.03,5.22,0
0.83,53.64,560.89,1623.4,73.63,5.54,0
1.38,47.0,495.1,1139.29,64.63,7.85,0
0.87,47.57,434.26,1392.18,78.7,4.07,0
1.7,47.26,556.68,1549.07,79.14,4.68,0
1.73,65.63,488.52,1318.5,90.78,2.67,0
0.34,40.76,568.32,1561.16,70.47,4.75,0
3.0,32.96,290.06,1552.99,99.24,7.57,0
2.87,46.33,739.21,1339.34,90.32,5.25,0
2.24,58.87,526.21,1358.73,82.07,1.98,0
2.21,45.79,305.04,1298.82,77.61,3.62,0
3.2,49.38,506.94,1052.23,83.73,5.23,0
1.59,34.36,534.86,1670.74,83.2,5.49,0
2.09,67.04,663.58,1521.36,89.37,4.72,0
1.43,49.48,556.48,1496.46,89.95,11.58,0
1.57,35.95,485.28,1197.87,62.32,1.98,0
1.97,49.51,528.68,1455.14,85.34,3.85,0
1.56,58.45,588.71,1509.34,88.47,5.88,0
1.54,47.21,380.2,966.85,84.21,6.18,0
1.88,30.72,277.96,1652.96,69.37,4.24,0
2.16,53.94,538.96,1370.8,81.3,3.52,0
1.98,53.69,511.58,1358.32,72.9,6.66,0
2.01,54.82,637.85,1352.12,72.4,8.83,0
0.87,54.37,636.97,1406.81,72.49,3.15,0
2.29,31.33,514.58,1508.68,94.15,3.58,0
1.5,65.78,508.45,1162.4,76.11,6.14,0
2.81,52.87,457.61,1189.12,81.57,7.74,0
0.53,49.54,469.48,1616.01,79.98,3.72,0
3.42,52.15,550.5,1452.25,75.73,4.5,0
0.98,45.76,604.69,1108.81,69.33,7.22,0
1.5,44.3,466.48,1419.38,67.41,5.55,0
1.97,48.84,498.3,1432.35,68.02,5.37,0
2.02,53.3,365.89,1917.65,69.95,6.83,0
1.97,30.3,532.43,1509.61,68.32,6.38,0
1.42,57.51,479.51,1281.88,83.67,7.59,0
1.44,52.52,732.47,1355.64,98.05,4.99,0
3.23,57.91,581.99,1623.53,75.47,5.56,0
2.92,50.92,595.63,1554.84,86.24,7.14,0
2.29,43.15,551.49,1447.57,78.88,7.6,0
1.92,49.36,393.07,1353.52,77.93,8.21,0
1.76,40.46,403.58,1616.82,81.46,6.97,0
4.05,48.05,508.45,1321.93,64.13,2.63,0
1.51,45.5,497.94,1474.1,90.27,7.9,0
2.1,57.45,513.59,1383.46,76.07,2.71,0
0.87,62.57,528.92,1549.34,88.08,3.1,0
1.26,44.65,382.11,1294.13,78.8,7.51,0
2.8,44.0,356.73,1327.32,84.09,3.41,0
0.92,53.58,478.03,1703.13,95.14,4.82,0
1.22,42.69,560.95,1486.77,77.82,7.35,0
2.84,57.58,344.46,1559.02,79.69,7.27,0
1.11,57.44,433.32,1187.35,65.57,4.98,0
1.94,64.2,431.37,1213.08,82.05,5.36,0
3.08,63.21,459.56,1394.6,86.64,7.94,0
2.56,62.96,647.81,1300.46,86.4,2.77,0
2.39,48.24,504.13,1411.44,86.37,5.85,0
2.15,56.69,603.72,1491.63,75.25,0.97,0
3.45,59.85,428.64,1229.33,93.56,3.65,0
2.28,63.88,497.8,1673.44,93.36,5.79,0
1.42,43.96,588.92,1437.54,97.34,3.93,0
0.74,64.73,465.41,1722.97,71.07,5.66,0
0.64,52.15,472.87,1388.95,83.31,1.86,0
2.82,55.08,378.34,1452.1,71.91,6.94,0
1.85,43.52,517.62,1048.81,74.12,2.33,0
1.55,45.44,429.42,1339.45,70.93,4.49,0
2.2,29.16,570.94,1361.29,59.35,8.11,0
2.57,58.69,317.92,1500.44,79.65,6.99,0
2.79,67.25,501.95,1683.28,92.22,5.37,0
2.33,57.68,534.17,1256.36,74.1,3.74,0
2.5,58.76,488.49,1557.88,67.76,3.82,0
1.62,46.42,515.71,1492.01,95.92,4.7,0
3.25,58.93,446.73,1337.88,76.72,6.22,0
2.16,51.41,572.91,1805.11,64.94,2.56,0
2.07,50.14,409.93,1433.78,86.44,6.33,0
1.57,46.15,612.19,1259.45,89.75,6.19,0
3.33,47.13,486.15,1282.82,76.0,6.25,0
6.79,49.99,316.18,1329.64,81.47,1.2,1
3.04,105.16,770.56,1151.51,16.61,4.27,1
1.34,99.6,779.24,1255.22,79.19,3.05,1
6.38,50.07,348.45,1681.42,81.26,8.41,1
1.05,97.08,360.55,1612.96,92.56,1.37,1
0.8,95.15,760.67,1494.27,84.33,9.61,1
6.99,102.01,372.37,1659.91,73.35,7.72,1
6.06,49.28,404.24,1398.33,15.33,0.55,1
2.15,39.96,536.02,1234.09,30.02,10.93,1
6.61,104.11,278.17,1181.04,17.29,4.25,1
2.27,46.87,432.75,1624.26,19.18,9.18,1
6.16,44.74,777.71,1043.87,73.51,0.91,1
2.51,100.52,469.95,1641.61,19.56,3.03,1
6.9,53.56,503.24,1267.85,28.03,7.59,1
6.55,54.4,380.55,1208.79,71.84,10.43,1
6.35,54.92,508.41,1561.2,16.55,1.35,1
1.94,95.89,395.76,1337.59,80.85,10.64,1
1.75,61.28,408.95,1654.13,17.37,9.94,1
6.18,48.19,519.79,1255.38,86.38,9.57,1
6.56,61.79,763.57,1448.63,92.72,9.72,1
2.27,99.01,718.53,1233.8,78.96,6.99,1
2.05,52.78,385.76,1662.64,20.18,7.86,1
6.44,50.25,552.14,1250.44,10.78,5.27,1
6.67,109.45,409.94,1689.13,22.46,4.83,1
2.22,63.51,326.23,1279.98,11.49,7.39,1
5.97,43.24,311.94,1670.47,86.19,1.9,1
1.34,104.99,720.33,1349.58,32.23,5.58,1
6.54,56.69,714.43,1719.77,12.74,4.66,1
1.69,103.52,577.32,1242.97,19.43,8.01,1
6.2,102.46,533.15,1632.2,20.93,3.46,1
6.06,37.0,585.25,1228.28,83.39,1.78,1
6.43,58.82,732.33,1681.07,17.06,4.59,1
6.86,48.68,399.66,1645.32,16.88,9.55,1
6.0,45.45,394.51,1446.38,82.88,10.64,1
2.74,109.97,367.95,1556.87,20.78,9.92,1
5.52,105.49,454.14,1500.66,86.86,0.89,1
5.63,44.21,473.67,1253.46,21.98,8.23,1
3.11,45.19,739.65,1304.46,20.54,9.89,1
6.87,47.28,521.93,1288.51,76.13,9.8,1
0.99,108.11,774.19,1702.22,76.98,1.01,1
6.56,100.44,261.93,1621.97,12.14,2.55,1
6.45,49.12,300.1,1646.74,81.35,6.23,1
4.21,45.04,319.57,1682.97,74.9,9.78,1
6.47,108.04,504.75,1277.59,95.7,5.57,1
5.76,96.01,561.6,1274.84,77.22,1.44,1
5.89,96.27,500.13,1480.1,34.38,5.95,1
3.09,101.22,485.63,1203.29,89.5,0.78,1
5.66,95.51,446.24,1275.01,85.67,5.33,1
2.77,34.29,305.81,1688.01,16.28,10.35,1
2.21,106.25,442.0,1609.91,67.96,1.67,1
6.97,42.95,463.64,1632.6,65.9,10.18,1
6.6,58.91,465.32,1320.34,22.95,10.08,1
6.51,109.97,437.13,1213.87,83.25,5.33,1
6.63,109.58,361.67,1612.29,76.8,3.96,1
6.72,105.27,251.22,1398.11,31.11,6.73,1
6.61,101.12,575.5,1403.25,22.77,2.74,1
1.6,51.04,757.37,1556.08,21.26,10.17,1
1.5,105.38,595.88,1271.12,84.57,9.26,1
1.74,38.79,734.27,1345.06,22.71,0.79,1
1.31,104.91,712.95,1233.59,21.67,8.51,1
6.75,46.37,436.86,1249.63,82.74,9.72,1
5.97,101.43,453.87,1657.94,95.79,5.75,1
5.77,56.06,399.52,1638.01,100.06,0.54,1
1.29,106.12,710.47,1454.57,74.54,9.13,1
6.46,55.04,433.53,1451.13,13.88,10.3,1
1.46,99.31,623.34,1675.28,82.74,0.64,1
5.96,31.96,507.23,1292.48,14.08,2.2,1
-0.1,107.26,583.97,1673.53,91.08,10.08,1
6.75,56.5,344.85,1676.59,91.57,10.5,1
6.12,34.81,383.56,1294.45,91.98,4.26,1
6.1,107.38,719.64,1245.69,86.13,3.99,1
2.66,105.68,364.25,1660.64,11.13,1.1,1
3.05,106.61,684.94,1478.9,17.74,10.51,1
2.3,96.03,777.73,1636.43,51.89,9.72,1
6.34,40.08,713.77,1468.51,77.33,10.75,1
5.66,99.04,794.68,1231.27,84.48,6.88,1
-0.05,104.15,399.59,1289.72,12.17,3.34,1
6.05,51.9,794.41,1471.81,76.58,9.88,1
5.52,65.34,614.43,1220.47,28.41,4.58,1
5.55,54.26,522.7,1690.55,82.07,1.8,1
2.58,96.04,714.5,1540.56,93.0,1.16,1
2.13,45.76,461.92,1632.99,24.65,1.23,1
6.58,40.19,328.17,1513.26,23.0,4.48,1
6.47,51.26,599.6,1237.44,21.49,6.44,1
5.66,108.45,448.74,1375.76,78.2,10.88,1
1.69,98.38,785.64,1473.81,64.31,0.65,1
5.59,67.99,725.94,1781.44,78.91,1.69,1
2.62,21.61,336.78,1565.57,23.65,1.02,1
1.75,38.49,432.62,1202.86,10.11,9.85,1
0.83,42.07,702.33,1687.67,20.94,0.53,1
1.43,97.3,541.06,1657.87,80.45,1.39,1
1.83,35.84,350.65,1366.49,11.42,1.5,1
5.6,107.69,631.82,1640.0,25.19,7.86,1
6.31,43.51,439.25,1202.41,23.14,4.9,1
6.39,96.25,364.31,1256.58,30.11,8.25,1
1.28,107.99,335.21,1357.27,19.01,4.8,1
2.3,98.16,386.3,1615.04,89.72,1.32,1
7.0,43.83,769.43,1256.59,88.98,5.45,1
5.54,45.21,569.05,1261.97,25.14,10.19,1
1.42,104.77,709.79,1276.55,83.27,0.5,1
0.65,49.78,363.27,1365.36,19.89,1.32,1
6.64,96.21,727.08,1518.09,91.22,6.29,1
2.87,103.84,343.61,1275.54,92.72,0.93,1
5.51,53.0,753.8,1384.61,13.91,1.85,1
5.9,62.12,482.21,1655.57,12.33,2.38,1
2.22,97.15,658.21,1632.4,79.14,10.89,1
1.21,57.83,732.24,1698.85,31.26,3.46,1
1.75,98.64,784.34,1251.27,25.86,5.19,1
6.3,99.19,558.53,1537.27,14.08,6.19,1
6.04,30.04,733.2,1128.79,10.81,2.57,1
6.28,100.34,269.85,1481.78,17.27,2.66,1
6.15,56.34,478.35,1631.89,12.64,2.28,1
5.79,78.15,512.92,1507.44,23.79,9.24,1
6.6,47.66,711.49,1510.34,13.17,3.72,1
2.84,109.06,426.49,1210.79,26.38,5.84,1
5.56,63.46,474.6,1671.73,89.68,1.89,1
1.97,98.31,323.52,1562.12,30.07,4.92,1
6.82,49.02,750.77,1341.27,18.0,1.99,1
2.32,101.6,553.84,1285.55,28.04,2.21,1
6.94,58.89,345.14,1216.18,82.9,5.91,1
6.23,103.96,777.14,1647.13,69.7,7.52,1
5.76,46.92,308.96,1553.03,16.02,5.25,1
6.95,98.99,727.71,1456.45,18.4,8.73,1
5.89,41.95,711.07,1191.39,11.19,6.04,1
6.82,108.91,783.02,1228.12,83.09,4.43,1
1.85,51.94,743.77,1341.35,13.39,9.57,1
1.0,106.44,704.22,1284.68,26.98,3.67,1
5.88,50.19,539.04,1415.83,32.68,1.39,1
2.93,95.05,338.07,1412.99,76.9,9.56,1
6.23,109.39,711.06,1602.28,98.02,3.16,1
1.86,108.59,406.0,1698.14,34.15,4.7,1
1.71,44.52,718.61,1377.45,25.72,9.7,1
2.38,97.4,729.93,1611.48,93.01,4.35,1
0.95,37.15,570.7,1295.34,29.32,10.4,1
2.41,109.82,574.37,1662.91,72.77,0.86,1
6.84,68.49,772.44,1642.96,87.02,10.74,1
5.77,102.92,712.2,1355.78,81.7,5.86,1
6.06,60.27,790.0,1599.18,69.27,1.5,1
1.88,50.78,389.69,1629.63,81.17,10.83,1
7.0,106.8,540.66,1250.03,16.84,2.65,1
5.74,104.17,482.74,1412.9,26.66,4.75,1
4.06,49.24,357.37,1609.16,18.41,4.84,1
5.77,38.7,355.66,1278.87,97.46,2.03,1
2.15,95.76,503.14,1690.64,15.19,5.45,1
3.02,106.06,415.19,1623.64,69.02,1.52,1
6.85,104.54,497.37,1253.67,77.57,4.8,1
6.73,54.36,787.5,1695.58,85.44,1.18,1
6.41,102.09,608.77,1640.4,78.6,6.31,1
6.15,102.29,387.85,1534.57,69.74,0.92,1
1.22,28.69,775.31,1622.09,22.58,5.79,1
1.38,105.83,481.33,1217.25,23.12,3.1,1
5.99,44.74,705.22,1234.55,76.77,5.58,1
5.6,106.18,735.14,1473.52,64.99,5.67,1
2.06,97.46,391.39,1216.44,83.7,2.35,1
5.94,40.82,346.32,1408.24,84.34,1.87,1
6.36,47.44,398.61,1256.39,71.64,4.93,1
6.09,103.97,554.34,1192.6,75.25,10.44,1
6.52,53.47,776.74,1879.78,26.3,5.52,1
6.36,49.26,741.7,1559.78,26.42,3.33,1
3.73,95.88,480.96,1298.1,22.16,0.89,1
2.06,96.67,448.17,1668.17,32.63,2.24,1
2.43,108.22,533.84,1226.82,23.41,1.89,1
5.98,63.31,400.74,1243.93,23.77,4.65,1
6.07,37.06,388.06,1612.48,79.48,7.67,1
2.03,96.42,422.65,1276.68,28.16,0.97,1
6.15,108.89,397.26,1343.3,89.39,9.76,1
6.28,99.37,460.81,1680.41,82.86,0.95,1
6.47,99.22,388.0,1445.89,82.69,1.88,1
2.19,99.4,788.54,1265.28,92.07,4.98,1
6.3,40.27,557.04,1254.39,73.43,10.06,1
1.48,42.09,468.12,1298.25,32.53,0.57,1
6.85,103.42,726.48,1451.83,90.53,4.09,1
6.93,36.5,520.51,1298.35,10.41,5.91,1
6.54,98.67,337.66,1695.06,95.06,4.47,1
6.98,48.83,720.28,1438.85,13.53,3.84,1
1.11,69.04,306.04,1625.16,28.64,0.91,1
6.98,56.65,319.32,1708.46,79.9,1.25,1
-0.12,100.42,519.26,1654.96,16.89,10.75,1
6.22,62.47,477.9,1201.4,88.3,10.65,1
2.12,96.05,394.82,1467.64,25.12,4.23,1
6.51,50.45,766.63,1375.87,85.26,9.58,1
2.95,101.06,352.15,1223.04,82.44,1.77,1
5.62,46.79,291.41,1664.0,25.21,2.93,1
2.75,49.39,571.66,1631.98,31.6,9.31,1
1.31,108.93,701.76,1310.03,10.65,5.24,1
5.81,54.35,368.1,1482.66,29.96,9.25,1
1.73,51.84,790.21,1262.61,91.44,9.22,1
2.96,97.69,443.58,1688.94,32.62,0.94,1
5.71,98.03,350.6,1669.78,72.29,9.88,1
2.66,99.23,308.83,1692.64,75.75,4.63,1
6.79,44.43,625.31,1686.45,27.06,5.7,1
5.92,55.95,349.36,1232.89,94.96,4.46,1
6.69,97.05,336.2,1159.76,77.53,-1.64,1
6.14,48.4,746.43,1531.69,25.0,5.77,1
6.89,39.5,306.47,1232.97,77.54,5.84,1
6.47,109.74,718.63,1482.58,69.73,5.87,1
6.49,31.2,589.49,1520.28,22.79,0.54,1
6.2,46.28,373.3,1237.71,82.84,8.75,1
1.69,46.67,501.35,1646.0,26.83,10.65,1
6.81,99.08,678.48,1693.07,83.29,6.21,1
5.9,54.51,706.42,1249.8,82.93,4.57,1
2.52,41.43,756.64,1745.85,14.84,1.45,1
2.89,61.97,359.62,1374.18,13.12,1.07,1
6.77,54.25,326.05,1257.12,22.1,4.39,1
6.53,102.19,746.78,1810.73,83.88,3.77,1
1.58,51.57,448.98,1243.18,28.26,0.63,1
5.96,107.87,360.44,1741.53,75.95,3.08,1
2.28,102.55,282.2,1686.2,21.12,5.9,1
5.8,99.62,415.36,1630.46,77.99,2.79,1
6.67,54.47,736.38,1579.61,20.21,3.4,1
5.56,40.18,304.85,1626.83,32.85,9.21,1
6.27,60.07,523.96,1647.07,25.47,0.92,1
1.86,25.12,741.7,1279.66,28.97,1.77,1
6.86,57.72,747.79,1191.84,77.0,9.49,1
2.2,95.25,337.3,1447.01,14.46,9.9,1
1.46,30.91,327.5,1566.43,31.19,9.41,1
6.25,46.42,559.96,1270.19,76.2,1.1,1
6.91,64.95,731.46,1603.24,61.27,1.1,1
1.64,50.41,343.18,1291.6,10.95,9.34,1
2.27,48.06,352.95,1664.71,26.16,1.79,1
1.93,100.78,334.32,1382.35,81.03,0.6,1
1.96,96.86,555.36,1634.1,88.92,0.57,1
5.64,31.3,572.41,1216.46,13.68,10.85,1
5.79,53.13,740.09,1397.01,10.37,2.02,1
5.9,97.68,447.35,1287.14,26.24,4.28,1
2.74,98.83,380.16,1243.56,17.79,5.07,1
6.13,62.79,775.52,1673.8,71.54,4.77,1
3.5,103.36,446.14,1264.76,25.29,9.89,1
2.3,98.3,789.51,1554.92,15.49,7.71,1
2.86,102.67,489.8,1297.92,22.19,4.57,1
2.42,103.37,394.62,1657.58,24.32,3.91,1
2.49,57.75,367.15,1658.3,21.55,10.82,1
2.35,97.41,667.49,1113.71,32.4,1.33,1
3.26,108.5,736.42,1398.23,77.73,9.33,1
6.22,50.85,367.07,1210.52,70.22,3.79,1
2.79,105.33,750.99,1643.19,78.85,3.33,1
2.75,41.75,384.08,1635.56,62.42,9.5,1
6.25,44.11,338.43,1756.67,10.09,8.09,1
5.89,59.14,458.9,1615.56,13.15,9.3,1
6.37,104.23,602.16,1392.33,13.04,2.1,1
6.72,104.87,462.12,1440.49,30.38,3.07,1
1.21,55.03,779.93,1281.98,69.11,0.52,1
6.24,109.49,659.95,1297.07,91.08,9.47,1
2.73,39.74,788.01,1266.91,71.93,1.06,1
6.62,101.7,498.02,1395.76,26.97,5.79,1
6.11,44.81,390.31,1562.46,28.16,3.95,1
2.3,56.4,700.41,1635.02,24.98,4.13,1
5.86,97.84,550.17,1451.78,82.8,10.23,1
5.58,50.79,550.46,1278.22,14.38,4.85,1
5.8,96.65,708.0,1362.34,81.08,7.43,1
2.78,103.58,670.41,1272.15,75.95,10.09,1
6.36,41.11,779.31,1608.51,17.51,4.16,1
6.78,106.51,414.37,1599.15,18.51,5.03,1
1.54,101.16,400.64,1616.67,27.06,5.34,1
1.4,98.1,701.86,1354.38,80.64,9.65,1
2.06,106.0,393.37,1657.21,84.19,4.34,1
3.67,98.5,750.99,1445.77,28.11,0.46,1
5.67,61.73,795.85,1654.65,81.88,0.76,1
6.48,49.06,530.99,1629.01,20.71,7.98,1
5.94,103.73,565.59,1611.88,86.51,10.16,1
6.79,36.65,597.36,1238.05,92.95,10.64,1
5.71,101.77,436.68,1373.64,19.62,5.62,1
6.28,104.0,575.57,1495.85,81.49,9.83,1
1.08,106.15,477.81,1665.08,76.98,9.55,1
2.7,39.41,414.76,1286.04,14.81,1.58,1
6.56,109.71,414.78,1203.94,95.76,4.34,1
6.0,102.0,478.86,1665.46,61.4,9.83,1
1.76,106.27,795.03,1329.66,26.53,6.97,1
5.74,62.64,547.95,1326.31,27.72,1.26,1
1.12,55.32,529.35,1234.4,26.33,10.83,1
6.49,106.2,467.33,1665.95,64.35,3.35,1
5.7,50.0,349.39,1509.24,21.34,2.6,1
2.81,98.51,319.37,1387.33,30.63,4.02,1
2.65,97.08,766.52,1216.08,85.38,1.81,1
1.2,100.36,383.54,1690.01,17.73,6.84,1
6.57,70.57,355.64,1635.86,83.05,9.64,1
6.06,45.48,373.33,963.77,15.37,6.02,1
5.81,108.74,349.35,1544.83,33.08,4.11,1
1.9,108.7,782.52,1388.5,64.75,9.55,1
0.26,95.43,317.08,1439.37,78.66,9.26,1
6.45,98.25,403.73,1273.5,12.9,7.23,1
5.5,107.98,720.2,1368.94,30.56,3.1,1
1.57,28.04,314.32,1541.84,17.92,9.16,1
5.53,103.91,544.65,1639.58,74.67,1.71,1
5.51,101.03,365.5,1288.34,66.31,0.65,1
6.4,104.53,435.83,1225.67,27.83,3.61,1
6.59,97.13,637.72,1635.7,72.26,5.0,1
6.0,41.75,484.23,1212.63,96.67,1.08,1
6.49,103.21,744.89,1331.94,83.31,5.54,1
1.59,101.86,744.33,1533.57,88.26,1.15,1
6.04,47.2,405.9,1656.17,79.49,1.79,1
1.34,98.05,468.47,1155.32,12.77,10.43,1
2.06,103.45,463.47,1659.58,32.83,4.35,1
2.04,52.55,330.47,1421.65,27.88,1.84,1
6.79,100.58,455.43,1415.16,81.37,10.57,1
6.89,53.72,551.89,1610.59,78.98,1.68,1
6.04,98.37,503.4,1294.83,78.85,4.75,1
3.24,101.3,315.3,1341.97,78.16,10.42,1
5.79,104.75,395.39,1263.33,79.29,10.21,1
1.1,109.42,700.91,1979.36,11.24,4.84,1
1.89,95.86,303.9,1720.84,79.39,0.57,1
5.64,40.04,521.06,1241.53,11.59,5.9,1
5.6,105.24,665.33,1204.66,56.44,6.75,1
6.86,58.13,714.51,1222.43,70.87,2.31,1
3.05,46.0,400.16,1645.77,11.01,9.69,1
0.72,106.23,600.72,1688.29,34.61,6.81,1
6.09,55.35,496.21,1315.18,15.81,0.98,1
2.44,107.82,460.6,1677.86,26.82,6.54,1
6.11,47.83,396.75,1740.0,25.29,6.53,1
6.31,102.15,732.64,1726.96,96.08,4.1,1
5.66,50.55,453.09,1295.55,13.81,5.36,1
6.27,37.54,512.63,1615.96,78.06,1.62,1
2.16,45.37,341.44,1297.98,18.28,10.07,1
5.52,67.5,335.23,1232.83,96.83,6.78,1
2.86,105.33,555.2,1320.36,28.87,0.95,1
6.14,51.86,376.22,1620.34,73.41,0.58,1
5.56,50.49,423.82,1662.28,22.65,4.27,1
2.47,47.66,736.86,1231.52,77.0,9.66,1
1.88,52.94,465.48,1686.95,13.63,1.7,1
6.91,52.63,474.63,1649.18,23.47,4.93,1
3.71,105.25,727.24,1131.4,68.81,9.76,1
6.76,31.1,321.29,1296.44,28.46,6.59,1
6.35,105.94,631.17,1700.09,78.76,1.39,1
6.9,40.84,786.76,1445.19,76.34,1.08,1
6.91,105.45,419.78,1582.36,70.11,0.83,1
0.28,55.06,372.41,1746.11,16.07,1.15,1
1.65,99.72,454.03,1232.01,85.65,1.4,1
5.68,95.05,591.89,1630.49,64.62,5.91,1
1.18,49.57,578.4,1685.74,15.59,10.21,1
2.76,103.71,422.7,1232.93,75.03,9.89,1
1.51,100.72,572.46,1600.56,14.43,5.05,1
5.67,105.24,583.16,1295.81,86.23,1.88,1
6.53,46.8,408.2,1646.98,24.15,6.71,1
1.8,47.37,490.49,1269.24,15.0,10.79,1
